id,region,city,Price,region_id,country_id
875,Eulipia,Iresh Breakfast,513.91,220,2
876,Eulipia,Lamb Chops,543.91,220,2
877,Eulipia,Fanta,613.91,220,2
878,Eulipia,Bud Ice,123.91,220,2
879,Eulipia,PEARLRIVER,303.91,220,2
880,Eulipia,Extra Yanjing,283.91,220,2
881,Eulipia,Pastrami Hash,533.91,220,2
882,Eulipia,Monster,643.91,220,2
883,Eulipia,Farro Salad,83.91,220,2
491,CANA BEER & WINE,Pabst Blue Ribbon,111.07,56,3
492,CANA BEER & WINE,White,671.07,56,3
493,CANA BEER & WINE,Tsingtao,291.07,56,3
494,CANA BEER & WINE,Modelo Especial,201.07,56,3
495,CANA BEER & WINE,Blue Moon,321.07,56,3
496,CANA BEER & WINE,Bud Light,261.07,56,3
497,CANA BEER & WINE,Busch,171.07,56,3
498,CANA BEER & WINE,Fanta,611.07,56,3
499,CANA BEER & WINE,Coca Cola,551.07,56,3
500,CANA BEER & WINE,Iresh Breakfast,511.07,56,3
501,CANA BEER & WINE,Steel Reserve,351.07,56,3
502,CANA BEER & WINE,Bud Ice,121.07,56,3
2513,THE GREENE TURTLE-Az,Guinness,390.15,75,3
2514,THE GREENE TURTLE-Az,Modelo Especial,200.15,75,3
2515,THE GREENE TURTLE-Az,PEARLRIVER,300.15,75,3
2516,THE GREENE TURTLE-Az,Corpse Reviver 212,700.15,75,3
2517,THE GREENE TURTLE-Az,Busch,170.15,75,3
2518,THE GREENE TURTLE-Az,Fish & Chip,420.15,75,3
2519,THE GREENE TURTLE-Az,Sprite,580.15,75,3
2520,THE GREENE TURTLE-Az,7 Up,630.15,75,3
2521,THE GREENE TURTLE-Az,Prosscco,680.15,75,3
2522,THE GREENE TURTLE-Az,Mello Yello,620.15,75,3
2523,THE GREENE TURTLE-Az,Red,650.15,75,3
2524,THE GREENE TURTLE-Az,White,670.15,75,3
1276,LA MADELEINE,Yuengling Lager,319.29,11,4
1277,LA MADELEINE,Extra Yanjing,289.29,11,4
1278,LA MADELEINE,Stella Artois,139.29,11,4
1279,LA MADELEINE,Coors Banquet,349.29,11,4
1280,LA MADELEINE,Jameson,719.29,11,4
1281,LA MADELEINE,Coca Cola,559.29,11,4
1282,LA MADELEINE,Corona Extra,229.29,11,4
1283,LA MADELEINE,Onion rings,29.29,11,4
1284,LA MADELEINE,Dos Equis,339.29,11,4
1285,LA MADELEINE,Mozzarella sticks,59.29,11,4
685,CRISFIELD SEAFOOD RESTAURANT,Stella Artois,135.76,57,4
686,CRISFIELD SEAFOOD RESTAURANT,Bud Light,265.76,57,4
687,CRISFIELD SEAFOOD RESTAURANT,Tater Tots,405.76,57,4
688,CRISFIELD SEAFOOD RESTAURANT,Keystone Light,155.76,57,4
689,CRISFIELD SEAFOOD RESTAURANT,Miller High Life,145.76,57,4
690,CRISFIELD SEAFOOD RESTAURANT,Rose,665.76,57,4
691,CRISFIELD SEAFOOD RESTAURANT,Mello Yello,625.76,57,4
692,CRISFIELD SEAFOOD RESTAURANT,Guinness,395.76,57,4
693,CRISFIELD SEAFOOD RESTAURANT,Farro Salad,85.76,57,4
694,CRISFIELD SEAFOOD RESTAURANT,Mozzarella sticks,55.76,57,4
695,CRISFIELD SEAFOOD RESTAURANT,Jameson,715.76,57,4
1554,METRO CLUB,Strawberry Cheesecak,464.53,84,4
1555,METRO CLUB,Nachos,34.53,84,4
1556,METRO CLUB,Miller Lite,234.53,84,4
1557,METRO CLUB,Prosscco,684.53,84,4
1558,METRO CLUB,Busch,174.53,84,4
1559,METRO CLUB,Modelo Especial,204.53,84,4
1560,METRO CLUB,Mil’s Best Ice,384.53,84,4
1561,METRO CLUB,Steak,504.53,84,4
1562,METRO CLUB,Blue Moon,324.53,84,4
1563,METRO CLUB,Coors Light,254.53,84,4
1564,METRO CLUB,Jameson,714.53,84,4
750,DOCK OF THE BAY,Bakers,720.91,219,4
751,DOCK OF THE BAY,Blue Moon,320.91,219,4
752,DOCK OF THE BAY,Omelet,520.91,219,4
753,DOCK OF THE BAY,Tater Tots,400.91,219,4
754,DOCK OF THE BAY,Fried Pickles,410.91,219,4
755,DOCK OF THE BAY,Farro Salad,80.91,219,4
756,DOCK OF THE BAY,Corpse Reviver 212,700.91,219,4
757,DOCK OF THE BAY,Sprite,580.91,219,4
758,DOCK OF THE BAY,Rose,660.91,219,4
759,DOCK OF THE BAY,Lamb Chops,540.91,219,4
760,DOCK OF THE BAY,Artichoke dip,70.91,219,4
761,DOCK OF THE BAY,PEARLRIVER,300.91,219,4
1311,L'Avant Comptoir de la Mer,Blue Moon,324.81,240,4
1312,L'Avant Comptoir de la Mer,Natural Ice,104.81,240,4
1313,L'Avant Comptoir de la Mer,Onion rings,24.81,240,4
1314,L'Avant Comptoir de la Mer,Diet Dr Pepper,604.81,240,4
1315,L'Avant Comptoir de la Mer,Iresh Breakfast,514.81,240,4
1316,L'Avant Comptoir de la Mer,Pancakes,494.81,240,4
1317,L'Avant Comptoir de la Mer,Red,654.81,240,4
1318,L'Avant Comptoir de la Mer,Prosscco,684.81,240,4
1319,L'Avant Comptoir de la Mer,Heineken,164.81,240,4
1320,L'Avant Comptoir de la Mer,Artichoke dip,74.81,240,4
573,CHEESESTEAK MIKE'S,Blue Moon,326.02,63,5
574,CHEESESTEAK MIKE'S,Natural Light,196.02,63,5
575,CHEESESTEAK MIKE'S,Michelob Ultra,216.02,63,5
576,CHEESESTEAK MIKE'S,Heineken,166.02,63,5
577,CHEESESTEAK MIKE'S,Red,656.02,63,5
578,CHEESESTEAK MIKE'S,Fanta,616.02,63,5
579,CHEESESTEAK MIKE'S,Purple Rain,746.02,63,5
580,CHEESESTEAK MIKE'S,Corpse Reviver 212,706.02,63,5
581,CHEESESTEAK MIKE'S,Mello Yello,626.02,63,5
582,CHEESESTEAK MIKE'S,Bud Ice,126.02,63,5
583,CHEESESTEAK MIKE'S,Bud Light,266.02,63,5
503,Candelaria,Miller Lite,231.07,171,5
504,Candelaria,Corona Light,371.07,171,5
505,Candelaria,Onion rings,21.07,171,5
506,Candelaria,Dos Equis,331.07,171,5
507,Candelaria,Strawberry Cheesecak,461.07,171,5
508,Candelaria,Icehouse,361.07,171,5
509,Candelaria,Lamb Chops,541.07,171,5
510,Candelaria,Budweiser,241.07,171,5
511,Candelaria,Coors Banquet,341.07,171,5
512,Candelaria,Cheesecake eggrolls,451.07,171,5
513,Candelaria,Pancakes,491.07,171,5
514,Candelaria,Stella Artois,131.07,171,5
515,Candelaria,Mozzarella sticks,51.07,171,5
1785,PASSION FISH,Iresh Breakfast,518.05,248,5
1786,PASSION FISH,Fish & Chip,428.05,248,5
1787,PASSION FISH,Strawberry Cheesecak,468.05,248,5
1788,PASSION FISH,Pastrami Hash,538.05,248,5
1789,PASSION FISH,Busch Light,188.05,248,5
1790,PASSION FISH,Mello Yello,628.05,248,5
1791,PASSION FISH,Rose,668.05,248,5
1792,PASSION FISH,Omelet,528.05,248,5
1793,PASSION FISH,Busch,178.05,248,5
1794,PASSION FISH,Mountain Dew,578.05,248,5
1795,PASSION FISH,Bakers,728.05,248,5
962,GOLF ULTRA LOUNGE,Prosscco,687.13,2,6
963,GOLF ULTRA LOUNGE,Yuengling Lager,317.13,2,6
964,GOLF ULTRA LOUNGE,Modelo Especial,207.13,2,6
965,GOLF ULTRA LOUNGE,Coca Cola,557.13,2,6
966,GOLF ULTRA LOUNGE,Purple Rain,747.13,2,6
967,GOLF ULTRA LOUNGE,Coors Banquet,347.13,2,6
968,GOLF ULTRA LOUNGE,Bud Ice,127.13,2,6
969,GOLF ULTRA LOUNGE,Tsingtao,297.13,2,6
970,GOLF ULTRA LOUNGE,Tater Tots,407.13,2,6
971,GOLF ULTRA LOUNGE,Steak,507.13,2,6
972,GOLF ULTRA LOUNGE,Bulleit 10YR,737.13,2,6
918,FOUR U,Iresh Breakfast,517.13,116,6
919,FOUR U,Michelob Ultra,217.13,116,6
920,FOUR U,Corpse Reviver 212,707.13,116,6
921,FOUR U,Sprite,587.13,116,6
922,FOUR U,Rose,667.13,116,6
923,FOUR U,Cheese Buger,437.13,116,6
924,FOUR U,Pastrami Hash,537.13,116,6
925,FOUR U,Busch,177.13,116,6
926,FOUR U,Dos Equis,337.13,116,6
927,FOUR U,Corona Extra,227.13,116,6
928,FOUR U,Mello Yello,627.13,116,6
2286,TARA THAI,Pabst Blue Ribbon,204.53,132,6
2287,TARA THAI,Bulleit 10YR,824.53,132,6
2288,TARA THAI,Omelet,614.53,132,6
2289,TARA THAI,Guinness,484.53,132,6
2290,TARA THAI,Heineken,254.53,132,6
2291,TARA THAI,White,764.53,132,6
2292,TARA THAI,Mountain Dew,664.53,132,6
2293,TARA THAI,Quesadillas,154.53,132,6
2294,TARA THAI,Blue Moon,414.53,132,6
2295,TARA THAI,Fanta,704.53,132,6
2296,TARA THAI,PEARLRIVER,394.53,132,6
2297,TARA THAI,Icehouse,454.53,132,6
2298,TARA THAI,Coors Light,344.53,132,6
1735,OLAZZO RESTAURANT,Natural Light,192.32,137,6
1736,OLAZZO RESTAURANT,Bud Ice,122.32,137,6
1737,OLAZZO RESTAURANT,Natural Ice,102.32,137,6
1738,OLAZZO RESTAURANT,Rose,662.32,137,6
1739,OLAZZO RESTAURANT,Extra Yanjing,282.32,137,6
1740,OLAZZO RESTAURANT,Lamb Chops,542.32,137,6
1741,OLAZZO RESTAURANT,Bakers,722.32,137,6
1742,OLAZZO RESTAURANT,Omelet,522.32,137,6
1743,OLAZZO RESTAURANT,Bud Light,262.32,137,6
1744,OLAZZO RESTAURANT,Mil’s Best Ice,382.32,137,6
1745,OLAZZO RESTAURANT,Cheesecake eggrolls,452.32,137,6
348,BETHESDA CRAB HOUSE,Snow,270.16,203,6
349,BETHESDA CRAB HOUSE,Fanta,610.16,203,6
350,BETHESDA CRAB HOUSE,Corpse Reviver 212,700.16,203,6
351,BETHESDA CRAB HOUSE,Budweiser,240.16,203,6
352,BETHESDA CRAB HOUSE,Keystone Light,150.16,203,6
353,BETHESDA CRAB HOUSE,Sprite,580.16,203,6
354,BETHESDA CRAB HOUSE,Steel Reserve,350.16,203,6
355,BETHESDA CRAB HOUSE,Mountain Dew,570.16,203,6
356,BETHESDA CRAB HOUSE,Tsingtao,290.16,203,6
357,BETHESDA CRAB HOUSE,Corona Light,370.16,203,6
358,BETHESDA CRAB HOUSE,Diet Dr Pepper,600.16,203,6
359,BETHESDA CRAB HOUSE,Prosscco,680.16,203,6
479,Cabana,Nachos,30.58,3,7
480,Cabana,Iresh Breakfast,510.58,3,7
481,Cabana,Snow,270.58,3,7
482,Cabana,Heineken,160.58,3,7
483,Cabana,Cheese Buger,430.58,3,7
484,Cabana,Busch Light,180.58,3,7
485,Cabana,Corona Extra,220.58,3,7
486,Cabana,Bud Ice,120.58,3,7
487,Cabana,Blue Moon,320.58,3,7
488,Cabana,Extra Yanjing,280.58,3,7
489,Cabana,Bulleit 10YR,730.58,3,7
490,Cabana,Coors Banquet,340.58,3,7
1691,NEW VILLAGE RESTAURANT,Snow,279.29,17,7
1692,NEW VILLAGE RESTAURANT,Corpse Reviver 212,709.29,17,7
1693,NEW VILLAGE RESTAURANT,Diet Pepsi,599.29,17,7
1694,NEW VILLAGE RESTAURANT,Quesadillas,69.29,17,7
1695,NEW VILLAGE RESTAURANT,Michelob Ultra,219.29,17,7
1696,NEW VILLAGE RESTAURANT,Lamb Chops,549.29,17,7
1697,NEW VILLAGE RESTAURANT,Monster,649.29,17,7
1698,NEW VILLAGE RESTAURANT,Red,659.29,17,7
1699,NEW VILLAGE RESTAURANT,Budweiser,249.29,17,7
1700,NEW VILLAGE RESTAURANT,Jameson,719.29,17,7
1701,NEW VILLAGE RESTAURANT,Yuengling Lager,319.29,17,7
1521,Mandy's Apothecary Irish Pub,Keystone Light,153.26,19,7
1522,Mandy's Apothecary Irish Pub,Extra Yanjing,283.26,19,7
1523,Mandy's Apothecary Irish Pub,Jameson,713.26,19,7
1524,Mandy's Apothecary Irish Pub,Icehouse,363.26,19,7
1525,Mandy's Apothecary Irish Pub,Nachos,33.26,19,7
1526,Mandy's Apothecary Irish Pub,Wings,43.26,19,7
1527,Mandy's Apothecary Irish Pub,Bulleit 10YR,733.26,19,7
1528,Mandy's Apothecary Irish Pub,Stella Artois,133.26,19,7
1529,Mandy's Apothecary Irish Pub,Coors Light,253.26,19,7
1530,Mandy's Apothecary Irish Pub,Pancakes,493.26,19,7
1531,Mandy's Apothecary Irish Pub,Cheesecake eggrolls,453.26,19,7
1532,Mandy's Apothecary Irish Pub,Busch,173.26,19,7
1866,Pivbar Kolomenskoye,Keystone Light,151.17,97,7
1867,Pivbar Kolomenskoye,Nachos,31.17,97,7
1868,Pivbar Kolomenskoye,Diet Pepsi,591.17,97,7
1869,Pivbar Kolomenskoye,Omelet,521.17,97,7
1870,Pivbar Kolomenskoye,Stella Artois,131.17,97,7
1871,Pivbar Kolomenskoye,Fish & Chip,421.17,97,7
1872,Pivbar Kolomenskoye,Quesadillas,61.17,97,7
1873,Pivbar Kolomenskoye,Michelob Ultra,211.17,97,7
1874,Pivbar Kolomenskoye,Strawberry Cheesecak,461.17,97,7
1875,Pivbar Kolomenskoye,Red,651.17,97,7
1876,Pivbar Kolomenskoye,French Toast,481.17,97,7
1877,Pivbar Kolomenskoye,Busch,171.17,97,7
1070,HUNAN NIGHT,Cheese Buger,438.19,161,7
1071,HUNAN NIGHT,Diet Dr Pepper,608.19,161,7
1072,HUNAN NIGHT,French Toast,488.19,161,7
1073,HUNAN NIGHT,Onion rings,28.19,161,7
1074,HUNAN NIGHT,Coors Banquet,348.19,161,7
1075,HUNAN NIGHT,White,678.19,161,7
1076,HUNAN NIGHT,Icehouse,368.19,161,7
1077,HUNAN NIGHT,Omelet,528.19,161,7
1078,HUNAN NIGHT,Coca Cola,558.19,161,7
1079,HUNAN NIGHT,Bud Ice,128.19,161,7
1080,HUNAN NIGHT,Iresh Breakfast,518.19,161,7
1081,HUNAN NIGHT,Miller High Life,148.19,161,7
584,Chez Ammad,French fries,17.45,58,8
585,Chez Ammad,Cheese Buger,437.45,58,8
586,Chez Ammad,Sprite,587.45,58,8
587,Chez Ammad,Quesadillas,67.45,58,8
588,Chez Ammad,Dos Equis,337.45,58,8
589,Chez Ammad,Busch,177.45,58,8
590,Chez Ammad,Chicken Pot Pie,477.45,58,8
591,Chez Ammad,Fanta,617.45,58,8
592,Chez Ammad,Cheesecake eggrolls,457.45,58,8
593,Chez Ammad,Pepsi-Cola,567.45,58,8
594,Chez Ammad,Chicken Buger,447.45,58,8
716,CUBANO'S,Onion rings,28.05,79,8
717,CUBANO'S,Miller High Life,148.05,79,8
718,CUBANO'S,Strawberry Cheesecak,468.05,79,8
719,CUBANO'S,Blue Moon,328.05,79,8
720,CUBANO'S,Yuengling Lager,318.05,79,8
721,CUBANO'S,Tsingtao,298.05,79,8
722,CUBANO'S,Keystone Light,158.05,79,8
723,CUBANO'S,Mil’s Best Ice,388.05,79,8
724,CUBANO'S,Pepsi-Cola,568.05,79,8
725,CUBANO'S,Cheese Buger,438.05,79,8
726,CUBANO'S,Extra Yanjing,288.05,79,8
64,ARIA BAR & GRILL,Fanta,613.21,185,8
65,ARIA BAR & GRILL,Prosscco,683.21,185,8
66,ARIA BAR & GRILL,Omelet,523.21,185,8
67,ARIA BAR & GRILL,Bakers,723.21,185,8
68,ARIA BAR & GRILL,Cheesecake eggrolls,453.21,185,8
69,ARIA BAR & GRILL,White,673.21,185,8
70,ARIA BAR & GRILL,Coors Banquet,343.21,185,8
71,ARIA BAR & GRILL,Busch Light,183.21,185,8
72,ARIA BAR & GRILL,Monster,643.21,185,8
73,ARIA BAR & GRILL,7 Up,633.21,185,8
2072,SENOR TEQUILA'S,Michelob Ultra,245.7,193,8
2073,SENOR TEQUILA'S,Corpse Reviver 212,735.7,193,8
2074,SENOR TEQUILA'S,Modelo Especial,235.7,193,8
2075,SENOR TEQUILA'S,Tsingtao,325.7,193,8
2076,SENOR TEQUILA'S,Natural Light,225.7,193,8
2077,SENOR TEQUILA'S,Steel Reserve,385.7,193,8
2078,SENOR TEQUILA'S,Bud Ice,155.7,193,8
2079,SENOR TEQUILA'S,Busch,205.7,193,8
2080,SENOR TEQUILA'S,Wings,75.7,193,8
2081,SENOR TEQUILA'S,French Toast,515.7,193,8
2082,SENOR TEQUILA'S,Steak,535.7,193,8
1817,PETERS CARRY OUT,Keystone Light,154.54,214,8
1818,PETERS CARRY OUT,Corona Light,374.54,214,8
1819,PETERS CARRY OUT,Blue Moon,324.54,214,8
1820,PETERS CARRY OUT,Chicken Pot Pie,474.54,214,8
1821,PETERS CARRY OUT,Omelet,524.54,214,8
1822,PETERS CARRY OUT,Fried Pickles,414.54,214,8
1823,PETERS CARRY OUT,Diet Dr Pepper,604.54,214,8
1824,PETERS CARRY OUT,Steel Reserve,354.54,214,8
1825,PETERS CARRY OUT,Miller Lite,234.54,214,8
1826,PETERS CARRY OUT,Extra Yanjing,284.54,214,8
1827,PETERS CARRY OUT,PEARLRIVER,304.54,214,8
1828,PETERS CARRY OUT,Fanta,614.54,214,8
2560,THE QUARRY HOUSE TAVERN,Jameson,780.29,229,8
2561,THE QUARRY HOUSE TAVERN,Blue Moon,390.29,229,8
2562,THE QUARRY HOUSE TAVERN,Bud Light,330.29,229,8
2563,THE QUARRY HOUSE TAVERN,Guinness,460.29,229,8
2564,THE QUARRY HOUSE TAVERN,Corpse Reviver 212,770.29,229,8
2565,THE QUARRY HOUSE TAVERN,Corona Extra,290.29,229,8
2566,THE QUARRY HOUSE TAVERN,Prosscco,750.29,229,8
2567,THE QUARRY HOUSE TAVERN,Michelob Ultra,280.29,229,8
2568,THE QUARRY HOUSE TAVERN,Wings,110.29,229,8
2569,THE QUARRY HOUSE TAVERN,Mello Yello,690.29,229,8
2570,THE QUARRY HOUSE TAVERN,Monster,710.29,229,8
85,Artesian,Heineken,163.7,7,9
86,Artesian,Sprite,583.7,7,9
87,Artesian,Nachos,33.7,7,9
88,Artesian,Mountain Dew,573.7,7,9
89,Artesian,Purple Rain,743.7,7,9
90,Artesian,Steel Reserve,353.7,7,9
91,Artesian,Tsingtao,293.7,7,9
92,Artesian,Keystone Light,153.7,7,9
93,Artesian,Corona Extra,223.7,7,9
94,Artesian,Michelob Ultra,213.7,7,9
95,Artesian,Stella Artois,133.7,7,9
96,Artesian,Natural Light,193.7,7,9
2118,SHALOM STRICTLY KOSHER MEATS,Corona Light,413.35,32,9
2119,SHALOM STRICTLY KOSHER MEATS,Bud Light,303.35,32,9
2120,SHALOM STRICTLY KOSHER MEATS,Fish & Chip,463.35,32,9
2121,SHALOM STRICTLY KOSHER MEATS,Purple Rain,783.35,32,9
2122,SHALOM STRICTLY KOSHER MEATS,Mil’s Best Ice,423.35,32,9
2123,SHALOM STRICTLY KOSHER MEATS,Steak,543.35,32,9
2124,SHALOM STRICTLY KOSHER MEATS,Chicken Buger,483.35,32,9
2125,SHALOM STRICTLY KOSHER MEATS,Miller Lite,273.35,32,9
2126,SHALOM STRICTLY KOSHER MEATS,Bud Ice,163.35,32,9
2127,SHALOM STRICTLY KOSHER MEATS,Yuengling Lager,353.35,32,9
2128,SHALOM STRICTLY KOSHER MEATS,Cheesecake eggrolls,493.35,32,9
1667,Neko,Prosscco,689.29,34,9
1668,Neko,Tsingtao,299.29,34,9
1669,Neko,Wings,49.29,34,9
1670,Neko,Nachos,39.29,34,9
1671,Neko,Chicken Pot Pie,479.29,34,9
1672,Neko,Chicken Buger,449.29,34,9
1673,Neko,Keystone Light,159.29,34,9
1674,Neko,Steak,509.29,34,9
1675,Neko,Fanta,619.29,34,9
1676,Neko,Diet Dr Pepper,609.29,34,9
1677,Neko,PEARLRIVER,309.29,34,9
1678,Neko,Fish & Chip,429.29,34,9
120,Aux Folies,Dos Equis,330.26,53,9
121,Aux Folies,Mozzarella sticks,50.26,53,9
122,Aux Folies,Stella Artois,130.26,53,9
123,Aux Folies,PEARLRIVER,300.26,53,9
124,Aux Folies,Coors Light,250.26,53,9
125,Aux Folies,Cheese Buger,430.26,53,9
126,Aux Folies,Tater Tots,400.26,53,9
127,Aux Folies,Diet Dr Pepper,600.26,53,9
128,Aux Folies,Onion rings,20.26,53,9
129,Aux Folies,Milestones,690.26,53,9
130,Aux Folies,Red,650.26,53,9
131,Aux Folies,Pepsi-Cola,560.26,53,9
168,BACCHUS OF LEBANON,Pancakes,490.26,107,9
169,BACCHUS OF LEBANON,Steel Reserve,350.26,107,9
170,BACCHUS OF LEBANON,Bud Light,260.26,107,9
171,BACCHUS OF LEBANON,Nachos,30.26,107,9
172,BACCHUS OF LEBANON,Michelob Ultra,210.26,107,9
173,BACCHUS OF LEBANON,Quesadillas,60.26,107,9
174,BACCHUS OF LEBANON,Corpse Reviver 212,700.26,107,9
175,BACCHUS OF LEBANON,Bakers,720.26,107,9
176,BACCHUS OF LEBANON,Steak,500.26,107,9
177,BACCHUS OF LEBANON,Busch Light,180.26,107,9
178,BACCHUS OF LEBANON,French Toast,480.26,107,9
179,BACCHUS OF LEBANON,Extra Yanjing,280.26,107,9
2183,SOUTHLAWN RESTAURANT,Busch,186.2,143,9
2184,SOUTHLAWN RESTAURANT,Coors Banquet,356.2,143,9
2185,SOUTHLAWN RESTAURANT,Guinness,406.2,143,9
2186,SOUTHLAWN RESTAURANT,Stella Artois,146.2,143,9
2187,SOUTHLAWN RESTAURANT,Red,666.2,143,9
2188,SOUTHLAWN RESTAURANT,Pabst Blue Ribbon,126.2,143,9
2189,SOUTHLAWN RESTAURANT,Modelo Especial,216.2,143,9
2190,SOUTHLAWN RESTAURANT,Mountain Dew,586.2,143,9
2191,SOUTHLAWN RESTAURANT,Fried Pickles,426.2,143,9
2192,SOUTHLAWN RESTAURANT,Steak,516.2,143,9
2193,SOUTHLAWN RESTAURANT,Snow,286.2,143,9
419,Brass Monkey,Chicken Pot Pie,470.49,184,9
420,Brass Monkey,Heineken,160.49,184,9
421,Brass Monkey,Sprite,580.49,184,9
422,Brass Monkey,Bud Ice,120.49,184,9
423,Brass Monkey,Natural Ice,100.49,184,9
424,Brass Monkey,Bulleit 10YR,730.49,184,9
425,Brass Monkey,Pabst Blue Ribbon,110.49,184,9
426,Brass Monkey,Modelo Especial,200.49,184,9
427,Brass Monkey,Corona Light,370.49,184,9
428,Brass Monkey,Red,650.49,184,9
429,Brass Monkey,Yuengling Lager,310.49,184,9
430,Brass Monkey,Mountain Dew,570.49,184,9
1643,Moonshiner,Fried Pickles,419.29,210,9
1644,Moonshiner,Tater Tots,409.29,210,9
