id,region,city,Price,country_id,region_id
2145,SHANGRI'LA,"Lamb Chops",583.35,2,202
2146,SHANGRI'LA,White,713.35,2,202
2147,SHANGRI'LA,"Steel Reserve",393.35,2,202
2148,SHANGRI'LA,"Coors Light",293.35,2,202
2149,SHANGRI'LA,Pepsi-Cola,603.35,2,202
2150,SHANGRI'LA,Sprite,623.35,2,202
491,"CANA BEER & WINE","Pabst Blue Ribbon",111.07,3,153
492,"CANA BEER & WINE",White,671.07,3,153
493,"CANA BEER & WINE",Tsingtao,291.07,3,153
494,"CANA BEER & WINE","Modelo Especial",201.07,3,153
495,"CANA BEER & WINE","Blue Moon",321.07,3,153
496,"CANA BEER & WINE","Bud Light",261.07,3,153
497,"CANA BEER & WINE",Busch,171.07,3,153
498,"CANA BEER & WINE",Fanta,611.07,3,153
499,"CANA BEER & WINE","Coca Cola",551.07,3,153
500,"CANA BEER & WINE","Iresh Breakfast",511.07,3,153
501,"CANA BEER & WINE","Steel Reserve",351.07,3,153
502,"CANA BEER & WINE","Bud Ice",121.07,3,153
2513,"THE GREENE TURTLE-Az",Guinness,390.15,3,124
2514,"THE GREENE TURTLE-Az","Modelo Especial",200.15,3,124
2515,"THE GREENE TURTLE-Az",PEARLRIVER,300.15,3,124
2516,"THE GREENE TURTLE-Az","Corpse Reviver 212",700.15,3,124
2517,"THE GREENE TURTLE-Az",Busch,170.15,3,124
2518,"THE GREENE TURTLE-Az","Fish & Chip",420.15,3,124
2519,"THE GREENE TURTLE-Az",Sprite,580.15,3,124
2520,"THE GREENE TURTLE-Az","7 Up",630.15,3,124
2521,"THE GREENE TURTLE-Az",Prosscco,680.15,3,124
2522,"THE GREENE TURTLE-Az","Mello Yello",620.15,3,124
2523,"THE GREENE TURTLE-Az",Red,650.15,3,124
2524,"THE GREENE TURTLE-Az",White,670.15,3,124
685,"CRISFIELD SEAFOOD RESTAURANT","Stella Artois",135.76,4,164
686,"CRISFIELD SEAFOOD RESTAURANT","Bud Light",265.76,4,164
687,"CRISFIELD SEAFOOD RESTAURANT","Tater Tots",405.76,4,164
688,"CRISFIELD SEAFOOD RESTAURANT","Keystone Light",155.76,4,164
689,"CRISFIELD SEAFOOD RESTAURANT","Miller High Life",145.76,4,164
690,"CRISFIELD SEAFOOD RESTAURANT",Rose,665.76,4,164
691,"CRISFIELD SEAFOOD RESTAURANT","Mello Yello",625.76,4,164
692,"CRISFIELD SEAFOOD RESTAURANT",Guinness,395.76,4,164
693,"CRISFIELD SEAFOOD RESTAURANT","Farro Salad",85.76,4,164
694,"CRISFIELD SEAFOOD RESTAURANT","Mozzarella sticks",55.76,4,164
695,"CRISFIELD SEAFOOD RESTAURANT",Jameson,715.76,4,164
750,"DOCK OF THE BAY",Bakers,720.91,4,91
751,"DOCK OF THE BAY","Blue Moon",320.91,4,91
752,"DOCK OF THE BAY",Omelet,520.91,4,91
753,"DOCK OF THE BAY","Tater Tots",400.91,4,91
754,"DOCK OF THE BAY","Fried Pickles",410.91,4,91
755,"DOCK OF THE BAY","Farro Salad",80.91,4,91
756,"DOCK OF THE BAY","Corpse Reviver 212",700.91,4,91
757,"DOCK OF THE BAY",Sprite,580.91,4,91
758,"DOCK OF THE BAY",Rose,660.91,4,91
759,"DOCK OF THE BAY","Lamb Chops",540.91,4,91
760,"DOCK OF THE BAY","Artichoke dip",70.91,4,91
761,"DOCK OF THE BAY",PEARLRIVER,300.91,4,91
1311,"L'Avant Comptoir de la Mer","Blue Moon",324.81,4,84
1312,"L'Avant Comptoir de la Mer","Natural Ice",104.81,4,84
1313,"L'Avant Comptoir de la Mer","Onion rings",24.81,4,84
1314,"L'Avant Comptoir de la Mer","Diet Dr Pepper",604.81,4,84
1315,"L'Avant Comptoir de la Mer","Iresh Breakfast",514.81,4,84
1316,"L'Avant Comptoir de la Mer",Pancakes,494.81,4,84
1317,"L'Avant Comptoir de la Mer",Red,654.81,4,84
1318,"L'Avant Comptoir de la Mer",Prosscco,684.81,4,84
1319,"L'Avant Comptoir de la Mer",Heineken,164.81,4,84
1320,"L'Avant Comptoir de la Mer","Artichoke dip",74.81,4,84
1276,"LA MADELEINE","Yuengling Lager",319.29,4,236
1277,"LA MADELEINE","Extra Yanjing",289.29,4,236
1278,"LA MADELEINE","Stella Artois",139.29,4,236
1279,"LA MADELEINE","Coors Banquet",349.29,4,236
1280,"LA MADELEINE",Jameson,719.29,4,236
1281,"LA MADELEINE","Coca Cola",559.29,4,236
1282,"LA MADELEINE","Corona Extra",229.29,4,236
1283,"LA MADELEINE","Onion rings",29.29,4,236
1284,"LA MADELEINE","Dos Equis",339.29,4,236
1285,"LA MADELEINE","Mozzarella sticks",59.29,4,236
1554,"METRO CLUB","Strawberry Cheesecak",464.53,4,97
1555,"METRO CLUB",Nachos,34.53,4,97
1556,"METRO CLUB","Miller Lite",234.53,4,97
1557,"METRO CLUB",Prosscco,684.53,4,97
1558,"METRO CLUB",Busch,174.53,4,97
1559,"METRO CLUB","Modelo Especial",204.53,4,97
1560,"METRO CLUB","Mil’s Best Ice",384.53,4,97
1561,"METRO CLUB",Steak,504.53,4,97
1562,"METRO CLUB","Blue Moon",324.53,4,97
1563,"METRO CLUB","Coors Light",254.53,4,97
1564,"METRO CLUB",Jameson,714.53,4,97
503,Candelaria,"Miller Lite",231.07,5,46
504,Candelaria,"Corona Light",371.07,5,46
505,Candelaria,"Onion rings",21.07,5,46
506,Candelaria,"Dos Equis",331.07,5,46
507,Candelaria,"Strawberry Cheesecak",461.07,5,46
508,Candelaria,Icehouse,361.07,5,46
509,Candelaria,"Lamb Chops",541.07,5,46
510,Candelaria,Budweiser,241.07,5,46
511,Candelaria,"Coors Banquet",341.07,5,46
512,Candelaria,"Cheesecake eggrolls",451.07,5,46
513,Candelaria,Pancakes,491.07,5,46
514,Candelaria,"Stella Artois",131.07,5,46
515,Candelaria,"Mozzarella sticks",51.07,5,46
573,"CHEESESTEAK MIKE'S","Blue Moon",326.02,5,185
574,"CHEESESTEAK MIKE'S","Natural Light",196.02,5,185
575,"CHEESESTEAK MIKE'S","Michelob Ultra",216.02,5,185
576,"CHEESESTEAK MIKE'S",Heineken,166.02,5,185
577,"CHEESESTEAK MIKE'S",Red,656.02,5,185
578,"CHEESESTEAK MIKE'S",Fanta,616.02,5,185
579,"CHEESESTEAK MIKE'S","Purple Rain",746.02,5,185
580,"CHEESESTEAK MIKE'S","Corpse Reviver 212",706.02,5,185
581,"CHEESESTEAK MIKE'S","Mello Yello",626.02,5,185
582,"CHEESESTEAK MIKE'S","Bud Ice",126.02,5,185
583,"CHEESESTEAK MIKE'S","Bud Light",266.02,5,185
1785,"PASSION FISH","Iresh Breakfast",518.05,5,36
1786,"PASSION FISH","Fish & Chip",428.05,5,36
1787,"PASSION FISH","Strawberry Cheesecak",468.05,5,36
1788,"PASSION FISH","Pastrami Hash",538.05,5,36
1789,"PASSION FISH","Busch Light",188.05,5,36
1790,"PASSION FISH","Mello Yello",628.05,5,36
1791,"PASSION FISH",Rose,668.05,5,36
1792,"PASSION FISH",Omelet,528.05,5,36
1793,"PASSION FISH",Busch,178.05,5,36
1794,"PASSION FISH","Mountain Dew",578.05,5,36
1795,"PASSION FISH",Bakers,728.05,5,36
348,"BETHESDA CRAB HOUSE",Snow,270.16,6,171
349,"BETHESDA CRAB HOUSE",Fanta,610.16,6,171
350,"BETHESDA CRAB HOUSE","Corpse Reviver 212",700.16,6,171
351,"BETHESDA CRAB HOUSE",Budweiser,240.16,6,171
352,"BETHESDA CRAB HOUSE","Keystone Light",150.16,6,171
353,"BETHESDA CRAB HOUSE",Sprite,580.16,6,171
354,"BETHESDA CRAB HOUSE","Steel Reserve",350.16,6,171
355,"BETHESDA CRAB HOUSE","Mountain Dew",570.16,6,171
356,"BETHESDA CRAB HOUSE",Tsingtao,290.16,6,171
357,"BETHESDA CRAB HOUSE","Corona Light",370.16,6,171
358,"BETHESDA CRAB HOUSE","Diet Dr Pepper",600.16,6,171
359,"BETHESDA CRAB HOUSE",Prosscco,680.16,6,171
918,"FOUR U","Iresh Breakfast",517.13,6,45
919,"FOUR U","Michelob Ultra",217.13,6,45
920,"FOUR U","Corpse Reviver 212",707.13,6,45
921,"FOUR U",Sprite,587.13,6,45
922,"FOUR U",Rose,667.13,6,45
923,"FOUR U","Cheese Buger",437.13,6,45
924,"FOUR U","Pastrami Hash",537.13,6,45
925,"FOUR U",Busch,177.13,6,45
926,"FOUR U","Dos Equis",337.13,6,45
927,"FOUR U","Corona Extra",227.13,6,45
928,"FOUR U","Mello Yello",627.13,6,45
962,"GOLF ULTRA LOUNGE",Prosscco,687.13,6,15
963,"GOLF ULTRA LOUNGE","Yuengling Lager",317.13,6,15
964,"GOLF ULTRA LOUNGE","Modelo Especial",207.13,6,15
965,"GOLF ULTRA LOUNGE","Coca Cola",557.13,6,15
966,"GOLF ULTRA LOUNGE","Purple Rain",747.13,6,15
967,"GOLF ULTRA LOUNGE","Coors Banquet",347.13,6,15
968,"GOLF ULTRA LOUNGE","Bud Ice",127.13,6,15
969,"GOLF ULTRA LOUNGE",Tsingtao,297.13,6,15
970,"GOLF ULTRA LOUNGE","Tater Tots",407.13,6,15
971,"GOLF ULTRA LOUNGE",Steak,507.13,6,15
972,"GOLF ULTRA LOUNGE","Bulleit 10YR",737.13,6,15
1735,"OLAZZO RESTAURANT","Natural Light",192.32,6,148
1736,"OLAZZO RESTAURANT","Bud Ice",122.32,6,148
1737,"OLAZZO RESTAURANT","Natural Ice",102.32,6,148
1738,"OLAZZO RESTAURANT",Rose,662.32,6,148
1739,"OLAZZO RESTAURANT","Extra Yanjing",282.32,6,148
1740,"OLAZZO RESTAURANT","Lamb Chops",542.32,6,148
1741,"OLAZZO RESTAURANT",Bakers,722.32,6,148
1742,"OLAZZO RESTAURANT",Omelet,522.32,6,148
1743,"OLAZZO RESTAURANT","Bud Light",262.32,6,148
1744,"OLAZZO RESTAURANT","Mil’s Best Ice",382.32,6,148
1745,"OLAZZO RESTAURANT","Cheesecake eggrolls",452.32,6,148
2286,"TARA THAI","Pabst Blue Ribbon",204.53,6,75
2287,"TARA THAI","Bulleit 10YR",824.53,6,75
2288,"TARA THAI",Omelet,614.53,6,75
2289,"TARA THAI",Guinness,484.53,6,75
2290,"TARA THAI",Heineken,254.53,6,75
2291,"TARA THAI",White,764.53,6,75
2292,"TARA THAI","Mountain Dew",664.53,6,75
2293,"TARA THAI",Quesadillas,154.53,6,75
2294,"TARA THAI","Blue Moon",414.53,6,75
2295,"TARA THAI",Fanta,704.53,6,75
2296,"TARA THAI",PEARLRIVER,394.53,6,75
2297,"TARA THAI",Icehouse,454.53,6,75
2298,"TARA THAI","Coors Light",344.53,6,75
479,Cabana,Nachos,30.58,7,115
480,Cabana,"Iresh Breakfast",510.58,7,115
481,Cabana,Snow,270.58,7,115
482,Cabana,Heineken,160.58,7,115
483,Cabana,"Cheese Buger",430.58,7,115
484,Cabana,"Busch Light",180.58,7,115
485,Cabana,"Corona Extra",220.58,7,115
486,Cabana,"Bud Ice",120.58,7,115
487,Cabana,"Blue Moon",320.58,7,115
488,Cabana,"Extra Yanjing",280.58,7,115
489,Cabana,"Bulleit 10YR",730.58,7,115
490,Cabana,"Coors Banquet",340.58,7,115
1070,"HUNAN NIGHT","Cheese Buger",438.19,7,237
1071,"HUNAN NIGHT","Diet Dr Pepper",608.19,7,237
1072,"HUNAN NIGHT","French Toast",488.19,7,237
1073,"HUNAN NIGHT","Onion rings",28.19,7,237
1074,"HUNAN NIGHT","Coors Banquet",348.19,7,237
1075,"HUNAN NIGHT",White,678.19,7,237
1076,"HUNAN NIGHT",Icehouse,368.19,7,237
1077,"HUNAN NIGHT",Omelet,528.19,7,237
1078,"HUNAN NIGHT","Coca Cola",558.19,7,237
1079,"HUNAN NIGHT","Bud Ice",128.19,7,237
1080,"HUNAN NIGHT","Iresh Breakfast",518.19,7,237
1081,"HUNAN NIGHT","Miller High Life",148.19,7,237
1521,"Mandy's Apothecary Irish Pub","Keystone Light",153.26,7,110
1522,"Mandy's Apothecary Irish Pub","Extra Yanjing",283.26,7,110
1523,"Mandy's Apothecary Irish Pub",Jameson,713.26,7,110
1524,"Mandy's Apothecary Irish Pub",Icehouse,363.26,7,110
1525,"Mandy's Apothecary Irish Pub",Nachos,33.26,7,110
1526,"Mandy's Apothecary Irish Pub",Wings,43.26,7,110
1527,"Mandy's Apothecary Irish Pub","Bulleit 10YR",733.26,7,110
1528,"Mandy's Apothecary Irish Pub","Stella Artois",133.26,7,110
1529,"Mandy's Apothecary Irish Pub","Coors Light",253.26,7,110
1530,"Mandy's Apothecary Irish Pub",Pancakes,493.26,7,110
1531,"Mandy's Apothecary Irish Pub","Cheesecake eggrolls",453.26,7,110
1532,"Mandy's Apothecary Irish Pub",Busch,173.26,7,110
1691,"NEW VILLAGE RESTAURANT",Snow,279.29,7,203
1692,"NEW VILLAGE RESTAURANT","Corpse Reviver 212",709.29,7,203
1693,"NEW VILLAGE RESTAURANT","Diet Pepsi",599.29,7,203
1694,"NEW VILLAGE RESTAURANT",Quesadillas,69.29,7,203
1695,"NEW VILLAGE RESTAURANT","Michelob Ultra",219.29,7,203
1696,"NEW VILLAGE RESTAURANT","Lamb Chops",549.29,7,203
1697,"NEW VILLAGE RESTAURANT",Monster,649.29,7,203
1698,"NEW VILLAGE RESTAURANT",Red,659.29,7,203
1699,"NEW VILLAGE RESTAURANT",Budweiser,249.29,7,203
1700,"NEW VILLAGE RESTAURANT",Jameson,719.29,7,203
1701,"NEW VILLAGE RESTAURANT","Yuengling Lager",319.29,7,203
1866,"Pivbar Kolomenskoye","Keystone Light",151.17,7,98
1867,"Pivbar Kolomenskoye",Nachos,31.17,7,98
1868,"Pivbar Kolomenskoye","Diet Pepsi",591.17,7,98
1869,"Pivbar Kolomenskoye",Omelet,521.17,7,98
1870,"Pivbar Kolomenskoye","Stella Artois",131.17,7,98
1871,"Pivbar Kolomenskoye","Fish & Chip",421.17,7,98
1872,"Pivbar Kolomenskoye",Quesadillas,61.17,7,98
1873,"Pivbar Kolomenskoye","Michelob Ultra",211.17,7,98
1874,"Pivbar Kolomenskoye","Strawberry Cheesecak",461.17,7,98
1875,"Pivbar Kolomenskoye",Red,651.17,7,98
1876,"Pivbar Kolomenskoye","French Toast",481.17,7,98
1877,"Pivbar Kolomenskoye",Busch,171.17,7,98
64,"ARIA BAR & GRILL",Fanta,613.21,8,94
65,"ARIA BAR & GRILL",Prosscco,683.21,8,94
66,"ARIA BAR & GRILL",Omelet,523.21,8,94
67,"ARIA BAR & GRILL",Bakers,723.21,8,94
68,"ARIA BAR & GRILL","Cheesecake eggrolls",453.21,8,94
69,"ARIA BAR & GRILL",White,673.21,8,94
70,"ARIA BAR & GRILL","Coors Banquet",343.21,8,94
71,"ARIA BAR & GRILL","Busch Light",183.21,8,94
72,"ARIA BAR & GRILL",Monster,643.21,8,94
73,"ARIA BAR & GRILL","7 Up",633.21,8,94
584,"Chez Ammad","French fries",17.45,8,72
585,"Chez Ammad","Cheese Buger",437.45,8,72
586,"Chez Ammad",Sprite,587.45,8,72
587,"Chez Ammad",Quesadillas,67.45,8,72
588,"Chez Ammad","Dos Equis",337.45,8,72
589,"Chez Ammad",Busch,177.45,8,72
590,"Chez Ammad","Chicken Pot Pie",477.45,8,72
591,"Chez Ammad",Fanta,617.45,8,72
592,"Chez Ammad","Cheesecake eggrolls",457.45,8,72
593,"Chez Ammad",Pepsi-Cola,567.45,8,72
594,"Chez Ammad","Chicken Buger",447.45,8,72
716,CUBANO'S,"Onion rings",28.05,8,227
717,CUBANO'S,"Miller High Life",148.05,8,227
718,CUBANO'S,"Strawberry Cheesecak",468.05,8,227
719,CUBANO'S,"Blue Moon",328.05,8,227
720,CUBANO'S,"Yuengling Lager",318.05,8,227
721,CUBANO'S,Tsingtao,298.05,8,227
722,CUBANO'S,"Keystone Light",158.05,8,227
723,CUBANO'S,"Mil’s Best Ice",388.05,8,227
724,CUBANO'S,Pepsi-Cola,568.05,8,227
725,CUBANO'S,"Cheese Buger",438.05,8,227
726,CUBANO'S,"Extra Yanjing",288.05,8,227
1817,"PETERS CARRY OUT","Keystone Light",154.54,8,166
1818,"PETERS CARRY OUT","Corona Light",374.54,8,166
1819,"PETERS CARRY OUT","Blue Moon",324.54,8,166
1820,"PETERS CARRY OUT","Chicken Pot Pie",474.54,8,166
1821,"PETERS CARRY OUT",Omelet,524.54,8,166
1822,"PETERS CARRY OUT","Fried Pickles",414.54,8,166
1823,"PETERS CARRY OUT","Diet Dr Pepper",604.54,8,166
1824,"PETERS CARRY OUT","Steel Reserve",354.54,8,166
1825,"PETERS CARRY OUT","Miller Lite",234.54,8,166
1826,"PETERS CARRY OUT","Extra Yanjing",284.54,8,166
1827,"PETERS CARRY OUT",PEARLRIVER,304.54,8,166
1828,"PETERS CARRY OUT",Fanta,614.54,8,166
2072,"SENOR TEQUILA'S","Michelob Ultra",245.7,8,14
2073,"SENOR TEQUILA'S","Corpse Reviver 212",735.7,8,14
2074,"SENOR TEQUILA'S","Modelo Especial",235.7,8,14
2075,"SENOR TEQUILA'S",Tsingtao,325.7,8,14
2076,"SENOR TEQUILA'S","Natural Light",225.7,8,14
2077,"SENOR TEQUILA'S","Steel Reserve",385.7,8,14
2078,"SENOR TEQUILA'S","Bud Ice",155.7,8,14
2079,"SENOR TEQUILA'S",Busch,205.7,8,14
2080,"SENOR TEQUILA'S",Wings,75.7,8,14
2081,"SENOR TEQUILA'S","French Toast",515.7,8,14
2082,"SENOR TEQUILA'S",Steak,535.7,8,14
2560,"THE QUARRY HOUSE TAVERN",Jameson,780.29,8,238
2561,"THE QUARRY HOUSE TAVERN","Blue Moon",390.29,8,238
2562,"THE QUARRY HOUSE TAVERN","Bud Light",330.29,8,238
2563,"THE QUARRY HOUSE TAVERN",Guinness,460.29,8,238
2564,"THE QUARRY HOUSE TAVERN","Corpse Reviver 212",770.29,8,238
2565,"THE QUARRY HOUSE TAVERN","Corona Extra",290.29,8,238
2566,"THE QUARRY HOUSE TAVERN",Prosscco,750.29,8,238
2567,"THE QUARRY HOUSE TAVERN","Michelob Ultra",280.29,8,238
2568,"THE QUARRY HOUSE TAVERN",Wings,110.29,8,238
2569,"THE QUARRY HOUSE TAVERN","Mello Yello",690.29,8,238
2570,"THE QUARRY HOUSE TAVERN",Monster,710.29,8,238
85,Artesian,Heineken,163.7,9,161
86,Artesian,Sprite,583.7,9,161
87,Artesian,Nachos,33.7,9,161
88,Artesian,"Mountain Dew",573.7,9,161
89,Artesian,"Purple Rain",743.7,9,161
90,Artesian,"Steel Reserve",353.7,9,161
91,Artesian,Tsingtao,293.7,9,161
92,Artesian,"Keystone Light",153.7,9,161
93,Artesian,"Corona Extra",223.7,9,161
94,Artesian,"Michelob Ultra",213.7,9,161
95,Artesian,"Stella Artois",133.7,9,161
96,Artesian,"Natural Light",193.7,9,161
120,"Aux Folies","Dos Equis",330.26,9,74
121,"Aux Folies","Mozzarella sticks",50.26,9,74
122,"Aux Folies","Stella Artois",130.26,9,74
123,"Aux Folies",PEARLRIVER,300.26,9,74
124,"Aux Folies","Coors Light",250.26,9,74
125,"Aux Folies","Cheese Buger",430.26,9,74
126,"Aux Folies","Tater Tots",400.26,9,74
127,"Aux Folies","Diet Dr Pepper",600.26,9,74
128,"Aux Folies","Onion rings",20.26,9,74
129,"Aux Folies",Milestones,690.26,9,74
130,"Aux Folies",Red,650.26,9,74
131,"Aux Folies",Pepsi-Cola,560.26,9,74
168,"BACCHUS OF LEBANON",Pancakes,490.26,9,228
169,"BACCHUS OF LEBANON","Steel Reserve",350.26,9,228
170,"BACCHUS OF LEBANON","Bud Light",260.26,9,228
171,"BACCHUS OF LEBANON",Nachos,30.26,9,228
172,"BACCHUS OF LEBANON","Michelob Ultra",210.26,9,228
173,"BACCHUS OF LEBANON",Quesadillas,60.26,9,228
174,"BACCHUS OF LEBANON","Corpse Reviver 212",700.26,9,228
175,"BACCHUS OF LEBANON",Bakers,720.26,9,228
176,"BACCHUS OF LEBANON",Steak,500.26,9,228
177,"BACCHUS OF LEBANON","Busch Light",180.26,9,228
178,"BACCHUS OF LEBANON","French Toast",480.26,9,228
179,"BACCHUS OF LEBANON","Extra Yanjing",280.26,9,228
419,"Brass Monkey","Chicken Pot Pie",470.49,9,246
420,"Brass Monkey",Heineken,160.49,9,246
421,"Brass Monkey",Sprite,580.49,9,246
422,"Brass Monkey","Bud Ice",120.49,9,246
423,"Brass Monkey","Natural Ice",100.49,9,246
424,"Brass Monkey","Bulleit 10YR",730.49,9,246
425,"Brass Monkey","Pabst Blue Ribbon",110.49,9,246
426,"Brass Monkey","Modelo Especial",200.49,9,246
427,"Brass Monkey","Corona Light",370.49,9,246
428,"Brass Monkey",Red,650.49,9,246
429,"Brass Monkey","Yuengling Lager",310.49,9,246
430,"Brass Monkey","Mountain Dew",570.49,9,246
1643,Moonshiner,"Fried Pickles",419.29,9,67
1644,Moonshiner,"Tater Tots",409.29,9,67
1645,Moonshiner,"Coors Banquet",349.29,9,67
1646,Moonshiner,"Stella Artois",139.29,9,67
1647,Moonshiner,"Purple Rain",749.29,9,67
1648,Moonshiner,"Dos Equis",339.29,9,67
1649,Moonshiner,Pepsi-Cola,569.29,9,67
1650,Moonshiner,"Bud Ice",129.29,9,67
1651,Moonshiner,"Coors Light",259.29,9,67
1652,Moonshiner,"Natural Light",199.29,9,67
1653,Moonshiner,"Miller Lite",239.29,9,67
1654,Moonshiner,White,679.29,9,67
1667,Neko,Prosscco,689.29,9,87
1668,Neko,Tsingtao,299.29,9,87
1669,Neko,Wings,49.29,9,87
1670,Neko,Nachos,39.29,9,87
1671,Neko,"Chicken Pot Pie",479.29,9,87
1672,Neko,"Chicken Buger",449.29,9,87
1673,Neko,"Keystone Light",159.29,9,87
1674,Neko,Steak,509.29,9,87
1675,Neko,Fanta,619.29,9,87
1676,Neko,"Diet Dr Pepper",609.29,9,87
1677,Neko,PEARLRIVER,309.29,9,87
1678,Neko,"Fish & Chip",429.29,9,87
2118,"SHALOM STRICTLY KOSHER MEATS","Corona Light",413.35,9,119
2119,"SHALOM STRICTLY KOSHER MEATS","Bud Light",303.35,9,119
2120,"SHALOM STRICTLY KOSHER MEATS","Fish & Chip",463.35,9,119
2121,"SHALOM STRICTLY KOSHER MEATS","Purple Rain",783.35,9,119
